checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
Less than 0 DM,24,Existing credits paid back duly,new car,1207,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,BSSA or life insurance,24,none,rent,1,skilled employee,1,none,yes,good
none,10,Existing credits paid back duly,new car,1309,none,Btw 1 to 4 years,4,male_single,guarantor,4,BSSA or life insurance,27,none,own,1,unskilled - resident,1,none,yes,good
Equal or Greater than 200 DM,15,Critical account,used car,2360,Btw 500 to 999 DM,Btw 1 to 4 years,2,male_single,none,2,car or other,36,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,15,All credits taken paid back duly,new car,6850,Btw 100 to 499 DM,unemployed,1,male_single,none,2,BSSA or life insurance,34,none,own,1,self-employed/management employee,2,registered,yes,good
none,24,Existing credits paid back duly,radio/television,1413,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,2,BSSA or life insurance,28,none,own,1,skilled employee,1,none,yes,bad
none,39,Existing credits paid back duly,used car,8588,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,2,car or other,45,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,759,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,real estate,26,none,own,1,skilled employee,1,none,yes,good
none,36,Existing credits paid back duly,used car,4686,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,none,32,none,free,1,self-employed/management employee,1,registered,yes,bad
Equal or Greater than 200 DM,15,Existing credits paid back duly,business,2687,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,4,BSSA or life insurance,26,none,rent,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Delays in paying off,radio/television,585,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,new car,2255,none,Less than a year,4,male_single,none,1,BSSA or life insurance,54,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,6,Critical account,new car,609,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,3,BSSA or life insurance,37,none,own,2,skilled employee,1,none,no,bad
Less than 0 DM,6,Critical account,new car,1361,Less than 100 DM,Less than a year,2,male_single,none,4,real estate,40,none,own,1,unskilled - resident,2,none,no,bad
none,36,Critical account,furniture/equipment,7127,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,4,BSSA or life insurance,23,none,rent,2,skilled employee,1,registered,yes,good
Less than 0 DM,6,Existing credits paid back duly,new car,1203,Btw 100 to 499 DM,Greater than 7 years,3,male_single,none,2,BSSA or life insurance,43,none,own,1,skilled employee,1,registered,yes,bad
none,6,Critical account,radio/television,700,none,Greater than 7 years,4,male_single,none,4,none,36,none,free,2,skilled employee,1,none,yes,bad
none,24,Critical account,repairs,5507,Less than 100 DM,Greater than 7 years,3,male_single,none,4,none,44,none,free,2,skilled employee,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,3190,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,48,No credits taken,furniture/equipment,7119,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,4,none,53,none,free,2,skilled employee,2,none,yes,good
none,24,Existing credits paid back duly,used car,3488,Btw 100 to 499 DM,Btw 4 to 7 years,3,female_divorced/separated/married,none,4,car or other,23,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,18,Existing credits paid back duly,radio/television,1113,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,yes,bad
Btw 0 to 199 DM,26,Existing credits paid back duly,used car,7966,Less than 100 DM,Less than a year,2,male_single,none,3,car or other,30,none,own,2,skilled employee,1,none,yes,bad
none,15,Critical account,education,1532,Btw 100 to 499 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,3,car or other,31,none,own,1,skilled employee,1,none,yes,bad
none,4,Critical account,radio/television,1503,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,1,real estate,42,none,own,2,unskilled - resident,2,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,radio/television,2302,Less than 100 DM,Btw 1 to 4 years,4,male_divorced/separated,none,4,car or other,31,none,rent,1,skilled employee,1,none,yes,good
Less than 0 DM,6,Existing credits paid back duly,new car,662,Less than 100 DM,Less than a year,3,male_single,none,4,real estate,41,none,own,1,unskilled - resident,2,registered,yes,bad
Btw 0 to 199 DM,36,Existing credits paid back duly,education,2273,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,1,car or other,32,none,own,2,skilled employee,2,none,yes,bad
Btw 0 to 199 DM,15,Existing credits paid back duly,new car,2631,Btw 100 to 499 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,car or other,28,none,rent,2,skilled employee,1,registered,yes,good
none,12,Delays in paying off,used car,1503,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,4,real estate,41,none,rent,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,radio/television,1311,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_married/widowed,none,3,BSSA or life insurance,26,none,own,1,skilled employee,1,registered,yes,bad
none,24,Existing credits paid back duly,radio/television,3105,none,Less than a year,4,male_single,none,2,car or other,25,none,own,2,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,21,Critical account,education,2319,Less than 100 DM,Less than a year,2,male_divorced/separated,none,1,car or other,33,none,rent,1,skilled employee,1,none,yes,good
Less than 0 DM,6,Existing credits paid back duly,new car,1374,none,unemployed,4,female_divorced/separated/married,none,3,BSSA or life insurance,75,none,own,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,18,Critical account,furniture/equipment,3612,Less than 100 DM,Greater than 7 years,3,female_divorced/separated/married,none,4,BSSA or life insurance,37,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,48,Existing credits paid back duly,new car,7763,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,42,bank,free,1,self-employed/management employee,1,none,yes,good
Equal or Greater than 200 DM,18,Existing credits paid back duly,furniture/equipment,3049,Less than 100 DM,Less than a year,1,female_divorced/separated/married,none,1,BSSA or life insurance,45,stores,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,1534,Less than 100 DM,Less than a year,1,male_married/widowed,none,1,real estate,23,none,rent,1,skilled employee,1,none,yes,good
none,24,Delays in paying off,new car,2032,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,60,none,free,2,skilled employee,1,registered,yes,bad
Less than 0 DM,30,Existing credits paid back duly,furniture/equipment,6350,none,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,31,none,own,1,skilled employee,1,none,yes,good
Equal or Greater than 200 DM,18,Existing credits paid back duly,furniture/equipment,2864,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,1,real estate,34,none,own,1,unskilled - resident,2,none,yes,good
none,12,Critical account,new car,1255,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,61,none,own,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,24,Delays in paying off,new car,1333,Less than 100 DM,unemployed,4,male_single,none,2,real estate,43,none,free,2,skilled employee,2,none,yes,good
none,24,Critical account,new car,2022,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,37,none,own,1,skilled employee,1,registered,yes,bad
none,24,Existing credits paid back duly,radio/television,1552,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,1,car or other,32,bank,own,1,skilled employee,2,none,yes,bad
Less than 0 DM,12,All credits taken paid back duly,radio/television,626,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1,none,yes,good
none,48,Critical account,used car,8858,none,Btw 4 to 7 years,2,male_single,none,1,none,35,none,free,2,skilled employee,1,registered,yes,bad
none,12,Critical account,repairs,996,none,Btw 4 to 7 years,4,female_divorced/separated/married,none,4,real estate,23,none,own,2,skilled employee,1,none,yes,bad
none,6,All credits taken paid back duly,radio/television,1750,Btw 500 to 999 DM,Greater than 7 years,2,male_single,none,4,BSSA or life insurance,45,bank,own,1,unskilled - resident,2,none,yes,bad
Less than 0 DM,48,Existing credits paid back duly,radio/television,6999,Less than 100 DM,Btw 4 to 7 years,1,male_married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,12,Critical account,new car,1995,Btw 100 to 499 DM,Less than a year,4,male_single,none,1,car or other,27,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,education,1199,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,67,none,own,2,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,1331,Less than 100 DM,Less than a year,2,male_single,none,1,car or other,22,stores,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,18,No credits taken,new car,2278,Btw 100 to 499 DM,Less than a year,3,female_divorced/separated/married,none,3,car or other,28,none,own,2,skilled employee,1,none,yes,good
none,21,No credits taken,new car,5003,none,Btw 1 to 4 years,1,female_divorced/separated/married,none,4,BSSA or life insurance,29,bank,own,2,skilled employee,1,registered,yes,good
Less than 0 DM,24,All credits taken paid back duly,furniture/equipment,3552,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,4,car or other,27,bank,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,18,Critical account,furniture/equipment,1928,Less than 100 DM,Less than a year,2,male_single,none,2,real estate,31,none,own,2,unskilled - resident,1,none,yes,good
Less than 0 DM,24,Existing credits paid back duly,used car,2964,none,Greater than 7 years,4,male_single,none,4,none,49,bank,free,1,skilled employee,2,registered,yes,bad
Less than 0 DM,24,All credits taken paid back duly,radio/television,1546,Less than 100 DM,Btw 4 to 7 years,4,male_single,guarantor,4,car or other,24,bank,rent,1,unskilled - resident,1,none,yes,good
Equal or Greater than 200 DM,6,Delays in paying off,radio/television,683,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,1,BSSA or life insurance,29,bank,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,36,Existing credits paid back duly,new car,12389,none,Btw 1 to 4 years,1,male_single,none,4,none,37,none,free,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,24,Delays in paying off,business,4712,none,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,37,bank,own,2,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,24,Delays in paying off,radio/television,1553,Btw 100 to 499 DM,Btw 4 to 7 years,3,female_divorced/separated/married,none,2,BSSA or life insurance,23,none,rent,2,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,1372,Less than 100 DM,Btw 4 to 7 years,2,male_divorced/separated,none,3,car or other,36,none,own,1,skilled employee,1,none,yes,good
none,24,Critical account,radio/television,2578,Equal or Greater than 1000 DM,Greater than 7 years,2,male_single,none,2,car or other,34,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,48,Existing credits paid back duly,radio/television,3979,none,Btw 4 to 7 years,4,male_single,none,1,car or other,41,none,own,2,skilled employee,2,registered,yes,bad
Less than 0 DM,48,Existing credits paid back duly,radio/television,6758,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,car or other,31,none,own,1,skilled employee,1,registered,yes,good
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,3234,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,registered,yes,good
none,30,Critical account,radio/television,5954,Less than 100 DM,Btw 4 to 7 years,3,male_single,co-applicant,2,car or other,38,none,own,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,used car,5433,none,unemployed,2,female_divorced/separated/married,none,4,BSSA or life insurance,26,none,rent,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,15,Existing credits paid back duly,business,806,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,22,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,radio/television,1082,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,27,none,own,2,unskilled - resident,1,none,yes,bad
none,15,Critical account,furniture/equipment,2788,Less than 100 DM,Btw 4 to 7 years,2,female_divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,2930,Less than 100 DM,Btw 4 to 7 years,2,female_divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee,1,none,yes,bad
none,24,Critical account,education,1927,none,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,car or other,33,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,36,Critical account,new car,2820,Less than 100 DM,Less than a year,4,male_divorced/separated,none,4,car or other,27,none,own,2,skilled employee,1,none,yes,good
none,24,Existing credits paid back duly,retraining,937,Less than 100 DM,Less than a year,4,male_married/widowed,none,3,car or other,27,none,own,2,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,18,Critical account,new car,1056,Less than 100 DM,Greater than 7 years,3,male_single,guarantor,3,real estate,30,bank,own,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,12,Critical account,new car,3124,Less than 100 DM,Less than a year,1,male_single,none,3,real estate,49,bank,own,2,unskilled - resident,2,none,yes,bad
none,9,Existing credits paid back duly,furniture/equipment,1388,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,36,Existing credits paid back duly,repairs,2384,Less than 100 DM,Less than a year,4,male_single,none,1,none,33,none,rent,1,unskilled - resident,1,none,yes,good
none,12,Existing credits paid back duly,new car,2133,none,Greater than 7 years,4,female_divorced/separated/married,none,4,none,52,none,free,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,18,Existing credits paid back duly,furniture/equipment,2039,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee,1,none,yes,good
Less than 0 DM,9,Critical account,new car,2799,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,36,none,rent,2,skilled employee,2,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,1289,Less than 100 DM,Btw 1 to 4 years,4,male_single,guarantor,1,BSSA or life insurance,21,none,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,domestic appliances,1217,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,3,real estate,47,none,own,1,unskilled - resident,1,registered,yes,good
Less than 0 DM,12,Critical account,furniture/equipment,2246,Less than 100 DM,Greater than 7 years,3,male_single,none,3,BSSA or life insurance,60,none,own,2,skilled employee,1,none,yes,good
Less than 0 DM,12,Critical account,radio/television,385,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1,registered,yes,bad
Btw 0 to 199 DM,24,Delays in paying off,new car,1965,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,42,none,rent,2,skilled employee,1,registered,yes,bad
none,21,Existing credits paid back duly,business,1572,Equal or Greater than 1000 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,new car,2718,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,4,BSSA or life insurance,20,none,rent,1,unskilled - resident,1,registered,yes,good
Less than 0 DM,24,All credits taken paid back duly,others,1358,none,Greater than 7 years,4,male_single,none,3,car or other,40,stores,own,1,self-employed/management employee,1,registered,yes,good
Btw 0 to 199 DM,6,All credits taken paid back duly,new car,931,Btw 100 to 499 DM,Less than a year,1,female_divorced/separated/married,none,1,BSSA or life insurance,32,stores,own,1,unskilled - resident,1,none,yes,good
Less than 0 DM,24,Existing credits paid back duly,new car,1442,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,4,car or other,23,none,rent,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,No credits taken,business,4241,Less than 100 DM,Btw 1 to 4 years,1,male_single,none,4,real estate,36,none,own,3,unskilled - resident,1,registered,yes,good
none,18,Critical account,new car,2775,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,2,BSSA or life insurance,31,bank,own,2,skilled employee,1,none,yes,good
none,24,Delays in paying off,business,3863,Less than 100 DM,Btw 1 to 4 years,1,male_single,none,2,none,32,none,free,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,7,Existing credits paid back duly,radio/television,2329,Less than 100 DM,Less than a year,1,female_divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,furniture/equipment,918,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,1,BSSA or life insurance,30,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,All credits taken paid back duly,education,1837,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,4,none,34,bank,free,1,unskilled - resident,1,none,yes,good
none,36,Existing credits paid back duly,furniture/equipment,3349,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,car or other,28,none,own,1,self-employed/management employee,1,registered,yes,good
Equal or Greater than 200 DM,10,Existing credits paid back duly,furniture/equipment,1275,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,2,BSSA or life insurance,23,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,24,All credits taken paid back duly,furniture/equipment,2828,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,22,stores,own,1,skilled employee,1,registered,yes,bad
none,24,Critical account,business,4526,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,real estate,74,none,own,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,36,Existing credits paid back duly,radio/television,2671,Btw 100 to 499 DM,Btw 1 to 4 years,4,female_divorced/separated/married,co-applicant,4,none,50,none,free,1,skilled employee,1,none,yes,good
none,18,Existing credits paid back duly,radio/television,2051,Less than 100 DM,Less than a year,4,male_single,none,1,real estate,33,none,own,1,skilled employee,1,none,yes,bad
none,15,Existing credits paid back duly,used car,1300,none,Greater than 7 years,4,male_single,none,4,none,45,bank,free,1,skilled employee,2,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,domestic appliances,741,Btw 100 to 499 DM,unemployed,4,female_divorced/separated/married,none,3,BSSA or life insurance,22,none,own,1,skilled employee,1,none,yes,good
Equal or Greater than 200 DM,10,Existing credits paid back duly,new car,1240,Btw 100 to 499 DM,Greater than 7 years,1,female_divorced/separated/married,none,4,none,48,none,free,1,unskilled - resident,2,none,yes,good
Less than 0 DM,21,Existing credits paid back duly,radio/television,3357,Equal or Greater than 1000 DM,Less than a year,4,female_divorced/separated/married,none,2,car or other,29,bank,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,24,All credits taken paid back duly,used car,3632,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled employee,1,none,no,bad
none,18,Delays in paying off,furniture/equipment,1808,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,48,No credits taken,business,12204,none,Btw 1 to 4 years,2,male_single,none,2,car or other,48,bank,own,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,60,Delays in paying off,radio/television,9157,none,Btw 1 to 4 years,2,male_single,none,2,none,27,none,free,1,self-employed/management employee,1,none,yes,bad
Less than 0 DM,6,Critical account,new car,3676,Less than 100 DM,Btw 1 to 4 years,1,male_single,none,3,real estate,37,none,rent,3,skilled employee,2,none,yes,bad
Btw 0 to 199 DM,30,Existing credits paid back duly,furniture/equipment,3441,Btw 100 to 499 DM,Btw 1 to 4 years,2,female_divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled employee,1,none,yes,good
none,12,Existing credits paid back duly,new car,640,Less than 100 DM,Btw 1 to 4 years,4,male_divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,21,Critical account,business,3652,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,3,BSSA or life insurance,27,none,own,2,skilled employee,1,none,yes,bad
none,18,Critical account,new car,1530,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,BSSA or life insurance,32,bank,own,2,skilled employee,1,none,yes,good
none,48,Existing credits paid back duly,business,3914,none,Btw 1 to 4 years,4,male_divorced/separated,none,2,real estate,38,bank,own,1,skilled employee,1,none,yes,good
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,1858,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,car or other,22,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,2600,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,none,65,none,free,2,skilled employee,1,none,yes,good
none,15,Existing credits paid back duly,radio/television,1979,none,Greater than 7 years,4,male_single,none,2,car or other,35,none,own,1,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,6,Existing credits paid back duly,furniture/equipment,2116,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,41,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,9,All credits taken paid back duly,new car,1437,Btw 100 to 499 DM,Btw 4 to 7 years,2,male_single,none,3,none,29,none,own,1,skilled employee,1,none,yes,good
none,42,Critical account,furniture/equipment,4042,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,36,none,own,2,skilled employee,1,registered,yes,bad
none,9,Existing credits paid back duly,education,3832,none,Greater than 7 years,1,male_single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,radio/television,3660,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,car or other,28,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,18,All credits taken paid back duly,furniture/equipment,1553,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,3,car or other,44,bank,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,15,Existing credits paid back duly,radio/television,1444,none,Less than a year,4,male_single,none,1,BSSA or life insurance,23,none,own,1,skilled employee,1,none,yes,bad
none,9,Existing credits paid back duly,furniture/equipment,1980,Less than 100 DM,Less than a year,2,female_divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,Existing credits paid back duly,new car,1355,Less than 100 DM,Less than a year,3,female_divorced/separated/married,none,4,car or other,25,none,own,1,unskilled - resident,1,registered,yes,good
none,12,Existing credits paid back duly,education,1393,Less than 100 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,47,bank,own,3,skilled employee,2,registered,yes,bad
none,24,Existing credits paid back duly,radio/television,1376,Btw 500 to 999 DM,Btw 4 to 7 years,4,female_divorced/separated/married,none,1,car or other,28,none,own,1,skilled employee,1,none,yes,bad
none,60,Delays in paying off,radio/television,15653,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,4,car or other,21,none,own,2,skilled employee,1,registered,yes,bad
none,12,Existing credits paid back duly,radio/television,1493,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,3,car or other,34,none,own,1,skilled employee,2,none,yes,bad
Less than 0 DM,42,Delays in paying off,radio/television,4370,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,2,BSSA or life insurance,26,bank,own,2,skilled employee,2,registered,yes,good
Less than 0 DM,18,Existing credits paid back duly,education,750,Less than 100 DM,unemployed,4,female_divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,none,yes,good
Btw 0 to 199 DM,15,Existing credits paid back duly,repairs,1308,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,38,none,own,2,unskilled - resident,1,none,yes,bad
none,15,Existing credits paid back duly,education,4623,Btw 100 to 499 DM,Btw 1 to 4 years,3,male_single,none,2,BSSA or life insurance,40,none,own,1,self-employed/management employee,1,registered,yes,good
none,24,Critical account,radio/television,1851,Less than 100 DM,Btw 4 to 7 years,4,male_married/widowed,guarantor,2,car or other,33,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,18,Critical account,radio/television,1880,Less than 100 DM,Btw 4 to 7 years,4,male_married/widowed,none,1,BSSA or life insurance,32,none,own,2,self-employed/management employee,1,registered,yes,bad
none,36,Delays in paying off,business,7980,none,Less than a year,4,male_single,none,4,car or other,27,none,rent,2,skilled employee,1,registered,yes,good
Less than 0 DM,30,No credits taken,furniture/equipment,4583,Less than 100 DM,Btw 1 to 4 years,2,male_divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee,1,none,yes,bad
none,12,Existing credits paid back duly,new car,1386,Btw 500 to 999 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,2,BSSA or life insurance,26,none,own,1,skilled employee,1,none,yes,good
Equal or Greater than 200 DM,24,Existing credits paid back duly,new car,947,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,3,none,38,bank,free,1,skilled employee,2,none,yes,good
Less than 0 DM,12,Existing credits paid back duly,education,684,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,car or other,40,none,rent,1,unskilled - resident,2,none,yes,good
Less than 0 DM,48,Existing credits paid back duly,education,7476,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,1,none,50,none,free,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,furniture/equipment,1922,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,37,none,own,1,unskilled - resident,1,none,yes,good
Less than 0 DM,24,Existing credits paid back duly,new car,2303,Less than 100 DM,Greater than 7 years,4,male_single,co-applicant,1,real estate,45,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,36,Delays in paying off,new car,8086,Btw 100 to 499 DM,Greater than 7 years,2,male_single,none,4,car or other,42,none,own,4,self-employed/management employee,1,registered,yes,good
none,24,Critical account,used car,2346,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,3,car or other,35,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,14,Existing credits paid back duly,new car,3973,Less than 100 DM,unemployed,1,male_single,none,4,none,22,none,free,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,new car,888,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,41,bank,own,1,unskilled - resident,2,none,yes,good
none,48,Existing credits paid back duly,radio/television,10222,none,Btw 4 to 7 years,4,male_single,none,3,car or other,37,stores,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,30,No credits taken,business,4221,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,1,car or other,28,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,18,Critical account,furniture/equipment,6361,Less than 100 DM,Greater than 7 years,2,male_single,none,1,none,41,none,own,1,skilled employee,1,registered,yes,bad
